,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
2286,18,466,25.89,627.75,34.88,32.6,0.0,31.12,102.72,12.92,0.0,19.79,34.86,150.86,99.74,43.15,0.0,17.96,0.0,4.26,41.45,0.0,5.51,0.0,0.0,1.0
2287,60,171,2.85,414.43,6.91,1.95,5.0,7.04,2.54,3.62,0.0,116.04,0.79,3.66,11.54,0.55,0.0,3.09,0.0,0.0,0.0,18.19,2.84,20.26,0.0,5.0
2288,45,459,10.2,515.2,11.45,16.53,0.0,66.42,44.97,0.0,0.0,0.0,27.53,50.93,57.8,27.47,0.0,58.38,0.0,0.0,36.56,26.37,3.06,2.02,12.73,5.0
2289,45,413,9.18,666.31,14.81,0.0,0.0,36.06,94.17,5.56,0.0,0.0,8.95,86.04,41.88,37.26,12.0,39.54,0.0,0.0,0.0,0.0,0.59,28.69,2.52,5.0
2290,239,698,2.92,1035.0,4.33,28.11,10.0,30.75,38.13,0.0,0.0,85.96,1.39,35.34,83.01,8.56,131.0,26.29,0.0,1.68,3.18,0.0,9.62,5.59,0.0,3.0
2291,59,329,5.58,618.93,10.49,0.0,65.0,56.48,11.11,8.75,0.0,0.0,2.88,12.23,23.63,335.65,17.0,2.86,0.0,1.52,0.0,0.42,3.4,135.07,0.0,5.0
2292,26,448,17.23,534.17,20.55,4.86,0.0,35.85,153.21,14.01,0.0,0.0,0.0,196.25,67.68,83.81,0.0,12.47,0.0,3.81,5.97,0.0,0.0,0.0,3.65,5.0
2293,66,407,6.17,445.25,6.75,8.64,20.0,14.08,94.54,1.4,0.0,0.0,20.85,61.42,187.22,1.01,7.0,27.99,0.0,0.0,0.85,0.0,0.0,0.0,0.0,5.0
2294,36,617,17.14,725.77,20.16,22.93,35.0,241.79,59.95,0.0,0.0,0.0,0.0,54.91,71.2,21.71,0.0,14.69,0.0,3.82,0.59,0.0,44.08,1793.06,0.0,5.0
2295,7,112,16.0,115.1,16.44,2.65,0.0,20.64,15.68,0.99,0.0,0.0,2.71,18.68,26.69,13.14,0.0,2.87,0.0,0.0,10.25,0.0,5.99,0.0,0.0,5.0
2296,21,632,30.1,997.04,47.48,4.49,0.0,187.86,284.67,0.0,0.0,32.53,31.26,391.71,27.21,251.15,0.0,145.64,0.0,0.0,31.55,0.0,1.9,0.0,0.0,1.0
2297,8,65,8.13,87.0,10.88,6.67,0.0,5.0,9.25,2.0,0.0,28.86,11.96,8.77,0.91,13.64,0.0,25.94,0.0,0.0,1.5,8.87,0.0,11.45,0.4,5.0
2298,39,1525,39.1,1583.09,40.59,77.28,0.0,236.07,436.4,14.77,0.0,27.69,71.92,381.21,95.94,101.01,0.0,31.75,0.0,0.0,9.4,0.0,223.87,2.14,0.45,2.0
2299,37,417,11.27,429.56,11.61,12.8,0.0,74.19,44.75,9.31,0.0,38.02,7.09,37.17,100.68,48.06,0.0,45.6,0.0,0.0,16.88,5.06,44.7,0.0,10.63,5.0
2300,46,261,5.67,339.21,7.37,9.12,0.0,18.11,62.83,0.0,0.0,3.4,11.34,96.42,29.15,12.02,0.0,0.0,0.0,4.26,19.18,1.18,2.8,29.19,0.0,5.0
2301,63,201,3.19,269.0,4.27,7.69,0.0,29.89,56.28,0.0,0.0,45.13,9.0,14.63,25.03,3.54,0.0,17.19,0.0,0.0,9.82,0.0,4.98,0.0,0.0,5.0
2302,70,664,9.49,696.42,9.95,9.5,0.0,37.61,125.62,1.2,0.0,11.06,24.91,147.46,63.9,25.04,4.0,31.39,0.0,0.0,38.74,3.4,7.37,0.0,0.8,4.0
2303,24,539,22.46,609.36,25.39,25.93,0.0,66.74,74.6,1.42,0.0,15.98,0.0,156.56,124.62,29.28,0.0,39.78,0.0,0.0,4.38,11.42,15.34,0.0,8.51,1.0
2304,81,302,3.73,504.16,6.22,7.62,0.0,45.45,23.59,2.1,0.0,63.31,9.08,12.26,25.33,20.93,0.0,1.75,0.0,0.0,4.64,0.0,10.1,112.63,0.0,4.0
2305,41,806,19.66,959.59,23.4,6.63,0.0,172.59,239.87,1.16,2.27,14.44,15.01,239.75,210.88,24.17,0.0,129.5,0.0,0.0,22.61,6.61,8.18,0.0,0.0,1.0
2306,23,265,11.52,338.46,14.72,3.91,0.0,21.25,23.14,2.49,0.0,186.17,10.38,20.98,10.28,28.42,0.0,43.06,0.0,0.0,19.64,0.84,1.36,0.0,4.47,5.0
2307,28,424,15.14,455.7,16.28,31.31,0.0,24.1,37.31,21.14,372.22,0.0,56.99,27.3,19.14,36.32,0.0,0.0,0.0,0.0,0.41,0.0,1.44,0.0,4.53,5.0
2308,42,526,12.52,558.16,13.29,11.37,0.0,139.02,68.3,0.0,0.0,0.0,41.79,44.52,88.8,60.16,0.0,30.04,0.0,0.0,29.23,0.0,6.8,0.0,0.0,5.0
2309,42,262,6.24,258.24,6.15,41.63,5.0,64.35,76.53,0.0,0.0,0.0,10.16,7.29,20.7,17.41,0.0,5.28,0.0,1.28,6.03,0.0,1.57,0.0,0.89,5.0
2310,34,432,12.71,495.06,14.56,8.22,0.0,99.88,156.04,13.89,0.0,6.81,3.87,57.84,66.93,25.34,0.0,14.03,0.0,5.14,9.33,3.4,1.1,0.0,2.37,5.0
2311,80,389,4.86,376.53,4.71,2.79,0.0,50.36,67.79,0.0,0.0,0.0,0.99,72.31,53.29,13.94,0.0,10.83,0.0,0.0,4.86,0.0,0.0,267.4,1.19,4.0
2312,27,285,10.56,557.3,20.64,8.02,60.0,29.07,20.96,2.39,2.48,1.78,3.63,61.01,55.11,40.73,0.0,18.28,0.0,0.0,18.19,11.05,17.27,33.77,0.0,5.0
2313,75,497,6.63,1000.86,13.34,17.17,100.0,104.73,45.28,3.91,0.0,0.0,34.91,63.05,67.75,39.44,0.0,66.56,0.0,4.26,20.97,3.52,11.08,11.79,0.0,4.0
2314,86,647,7.52,731.09,8.5,29.6,0.0,74.62,111.31,0.0,0.0,0.0,39.88,78.21,187.96,51.43,0.0,6.67,0.0,0.0,5.99,0.0,0.0,0.0,0.0,4.0
2315,15,388,25.87,523.1,34.87,13.26,0.0,69.82,41.92,0.0,0.0,24.65,41.95,91.39,82.08,15.17,0.0,28.55,0.0,1.52,0.0,2.55,5.54,0.0,0.0,1.0
2316,28,323,11.54,359.26,12.83,53.96,0.0,17.65,8.14,18.2,0.0,0.0,23.91,60.75,14.73,13.55,0.0,4.78,0.0,0.0,15.65,1.45,25.29,0.0,3.56,5.0
2317,35,300,8.57,401.4,11.47,0.0,0.0,68.91,113.85,2.49,0.0,0.0,13.59,60.28,58.93,8.8,9.0,64.77,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.0
2318,83,389,4.69,573.15,6.91,23.42,30.0,18.84,45.75,6.0,0.0,32.53,11.58,28.19,42.79,19.82,0.0,58.4,0.0,0.0,20.12,0.0,13.98,0.0,0.0,4.0
2319,39,615,15.77,759.27,19.47,11.13,0.0,44.56,78.97,0.0,0.0,0.0,30.92,76.3,162.8,4.02,18.0,67.75,0.0,0.0,37.68,0.0,0.0,0.0,21.5,5.0
2320,38,185,4.87,329.53,8.67,17.63,15.0,48.05,15.11,0.0,0.0,4.26,19.11,5.32,40.79,23.39,0.0,8.73,0.0,0.0,7.16,0.0,66.18,166.16,2.5,5.0
2321,25,54,2.16,80.58,3.22,9.16,0.0,2.9,8.78,0.0,0.0,17.94,0.0,24.93,4.15,0.67,8.0,0.0,0.0,0.0,0.0,7.17,0.67,0.0,0.0,5.0
2322,10,313,31.3,418.61,41.86,18.29,0.0,52.93,74.88,19.61,0.0,3.14,7.91,84.3,56.55,16.3,0.0,64.79,0.0,0.0,22.24,0.0,4.59,0.0,0.0,1.0
2323,30,192,6.4,241.89,8.06,5.94,0.0,9.5,17.06,4.44,85.16,30.62,7.47,23.25,1.43,4.26,8.0,34.32,0.0,0.0,31.65,32.34,7.76,0.0,0.99,5.0
2324,40,525,13.13,616.57,15.41,29.66,10.0,25.35,18.48,3.99,29.67,0.0,1.49,1.44,385.97,114.27,0.0,19.07,0.0,3.4,0.0,67.58,1.27,27.08,7.12,5.0
2325,9,463,51.44,558.2,62.02,87.24,0.0,70.67,140.93,0.0,4.69,0.0,49.92,42.85,162.1,88.35,0.0,114.39,0.0,0.0,43.36,0.0,21.98,3.71,0.0,1.0
2326,44,291,6.61,414.47,9.42,5.32,0.0,25.09,95.86,3.9,0.0,53.74,10.45,141.36,27.37,71.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,5.0
2327,12,263,21.92,285.57,23.8,14.92,0.0,39.9,50.75,12.52,0.0,0.0,19.74,74.3,29.8,6.75,0.0,5.44,0.0,2.79,5.34,1.99,0.0,0.0,14.3,5.0
2328,26,216,8.31,533.74,20.53,0.0,0.0,31.25,46.61,0.0,0.0,0.0,17.08,33.79,26.78,4.62,0.0,0.0,0.0,0.0,6.0,0.0,0.0,357.85,0.0,5.0
2329,149,696,4.67,713.64,4.79,15.44,0.0,91.9,98.27,0.0,0.0,40.84,2.38,300.14,89.77,7.23,0.0,8.66,0.0,0.0,6.15,17.1,13.0,0.0,6.83,4.0
2330,17,149,8.76,190.77,11.22,5.7,0.0,2.87,10.69,6.77,0.0,37.84,21.04,26.55,12.81,5.3,0.0,13.12,0.0,0.0,1.29,0.0,57.69,0.0,1.19,5.0
2331,46,399,8.67,322.98,7.02,8.12,0.0,9.25,93.78,13.42,0.0,0.0,0.0,50.44,40.13,5.8,0.0,25.15,0.0,0.0,6.54,0.0,1.14,0.0,1.56,5.0
2332,26,241,9.27,342.82,13.19,7.24,0.0,35.72,59.33,0.0,0.0,0.0,19.92,25.19,39.96,11.51,0.0,67.38,0.0,0.0,11.06,8.34,0.0,15.65,13.51,5.0
2333,57,197,3.46,397.94,6.98,2.48,0.0,6.05,31.12,5.57,0.0,126.42,1.15,16.87,34.97,14.03,0.0,15.61,0.0,0.0,0.0,2.53,0.0,0.0,0.0,5.0
2334,47,430,9.15,505.22,10.75,12.48,0.0,51.07,110.21,76.42,0.85,6.01,5.1,68.45,154.63,0.84,0.0,4.99,0.0,0.0,8.02,0.0,15.97,0.0,1.12,0.0
2335,77,549,7.13,312.17,4.05,21.46,0.0,70.74,164.79,0.0,0.0,0.0,0.0,8.0,14.08,3.2,0.0,0.0,0.0,0.0,47.43,0.0,20.08,0.0,44.71,4.0
2336,23,322,14.0,446.11,19.4,15.19,0.0,34.48,77.46,0.0,0.0,122.22,19.75,19.5,20.8,5.69,15.0,12.35,0.0,0.0,93.78,0.0,0.0,0.0,36.69,5.0
2337,50,546,10.92,943.12,18.86,14.2,0.0,31.48,109.99,9.46,0.0,58.77,67.34,76.65,80.39,21.1,0.0,28.36,0.0,0.0,18.83,0.0,7.1,26.52,0.99,5.0
2338,14,705,50.36,928.01,66.29,29.97,0.0,88.45,85.55,33.77,12.74,33.31,44.91,130.13,151.62,82.18,0.0,111.19,0.0,6.8,24.38,9.5,47.16,0.0,10.52,1.0
2339,57,562,9.86,609.98,10.7,38.82,10.0,61.86,133.17,0.0,0.0,97.21,0.55,28.01,107.47,34.08,0.0,10.45,0.0,0.0,12.38,2.11,24.0,0.0,0.0,5.0
2340,27,177,6.56,193.48,7.17,23.91,0.0,50.44,18.7,0.0,0.0,0.0,3.29,14.8,44.42,1.0,0.0,19.38,0.0,0.0,1.05,0.0,2.0,0.0,3.17,5.0
2341,82,851,10.38,800.43,9.76,26.94,0.0,103.69,79.74,0.0,0.0,0.0,100.92,69.48,171.07,50.4,0.0,55.29,0.0,2.53,62.35,0.0,26.6,27.3,3.36,4.0
2342,146,827,5.66,1558.85,10.68,22.0,0.0,56.39,91.3,0.0,0.0,931.32,15.37,182.59,49.15,50.09,0.0,67.3,0.0,0.0,43.19,0.0,0.0,15.06,9.14,3.0
2343,19,276,14.53,634.35,33.39,5.99,0.0,54.52,41.51,10.16,0.0,192.47,18.71,83.1,194.04,12.5,0.0,8.54,0.0,0.0,11.25,0.0,5.46,0.0,0.0,5.0
2344,26,416,16.0,459.48,17.67,8.4,0.0,87.28,59.48,0.0,0.0,0.0,48.67,29.26,75.15,14.83,0.0,39.42,0.0,0.0,1.95,0.0,0.0,0.0,3.38,5.0
2345,67,1076,16.06,1852.91,27.66,36.56,15.0,49.52,119.79,7.96,34.62,667.26,0.85,143.37,196.79,281.15,1.0,126.98,0.0,0.0,45.81,0.42,0.0,315.82,0.98,1.0
2346,7,109,15.57,183.27,26.18,1.85,0.0,8.63,5.24,0.0,1.65,2.55,28.78,21.11,34.09,24.92,0.0,10.36,0.0,0.0,14.32,0.0,1.01,8.04,0.0,5.0
2347,18,211,11.72,251.01,13.95,7.98,0.0,25.04,24.55,5.5,11.04,34.1,11.46,31.1,54.83,25.08,0.0,14.43,0.0,0.0,13.95,0.0,13.61,0.0,0.0,5.0
2348,38,826,21.74,1429.72,37.62,23.68,0.0,139.4,141.21,1.1,0.0,25.56,15.06,101.77,121.31,49.37,45.0,53.25,0.0,2.12,37.32,2.62,10.68,470.11,4.3,1.0
2349,20,378,18.9,701.7,35.09,19.42,0.0,45.19,52.6,0.0,0.0,198.92,0.89,44.02,89.43,45.69,0.0,120.68,0.0,2.55,1.35,0.84,26.01,18.24,0.0,1.0
2350,12,303,25.25,315.77,26.31,14.09,0.0,58.4,40.28,0.0,1.25,18.5,2.55,50.96,87.67,19.29,0.0,39.54,0.0,0.0,18.57,0.0,11.22,0.0,5.32,1.0
2351,80,335,4.19,777.49,9.72,8.96,0.0,23.33,16.65,0.0,0.0,176.84,0.0,10.18,126.45,4.55,0.0,0.0,0.0,1.61,63.89,0.0,44.43,109.92,0.0,4.0
2352,43,314,7.3,248.98,5.79,10.93,0.0,4.08,38.42,3.21,0.0,0.0,6.82,83.4,84.05,21.06,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,5.0
2353,34,346,10.18,404.9,11.91,4.88,0.0,21.13,211.63,0.0,0.0,0.0,136.36,148.91,25.04,24.33,0.0,0.0,0.0,0.0,15.4,0.0,0.26,0.0,14.2,5.0
2354,56,548,9.79,620.03,11.07,16.63,0.0,145.3,67.18,0.0,0.0,34.55,17.72,90.28,87.47,20.26,0.0,7.37,0.0,0.0,3.48,0.0,6.75,0.0,3.76,5.0
2355,71,466,6.56,623.55,8.78,12.55,0.0,30.83,84.6,4.78,0.0,61.05,18.11,86.0,27.18,25.9,0.0,16.97,0.0,3.4,50.19,0.0,0.96,21.77,0.0,4.0
2356,94,480,5.11,512.6,5.45,24.2,0.0,10.94,98.04,0.0,0.0,0.0,8.93,104.57,117.09,21.32,0.0,48.5,0.0,0.0,0.0,0.0,27.19,0.0,0.0,4.0
2357,57,230,4.04,346.9,6.09,6.75,98.0,18.85,10.47,10.68,0.0,124.43,1.99,7.79,11.09,0.0,3.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,23.56,5.0
2358,43,572,13.3,446.74,10.39,23.01,0.0,27.62,138.98,19.88,0.0,0.0,49.05,52.03,11.95,9.11,0.0,9.48,0.0,0.0,22.1,0.0,0.0,0.0,3.27,5.0
2359,22,292,13.27,839.88,38.18,23.79,0.0,28.57,33.44,0.0,0.0,0.0,0.0,39.77,43.69,14.19,0.0,12.23,0.0,0.0,54.58,35.72,0.0,889.13,11.35,1.0
2360,57,555,9.74,819.58,14.38,14.44,130.0,96.15,124.13,0.0,0.0,33.57,26.65,127.58,155.16,7.92,0.0,0.0,0.0,0.0,14.98,0.0,10.48,0.0,0.0,4.0
2361,34,469,13.79,770.97,22.68,5.23,0.0,41.52,59.56,5.96,0.0,122.16,42.3,56.67,26.17,18.1,0.0,228.79,0.0,0.0,16.35,2.28,25.47,0.0,0.0,1.0
2362,28,395,14.11,354.48,12.66,10.05,0.0,44.75,30.0,0.0,0.0,0.0,9.14,66.36,60.65,17.65,0.0,15.74,0.0,0.0,19.93,1.35,12.02,0.0,1.3,5.0
2363,56,743,13.27,1007.27,17.99,33.73,85.0,83.53,119.61,12.49,0.0,8.5,17.91,57.94,97.0,77.82,0.0,14.7,0.0,0.0,1.19,3.98,35.19,18.18,4.57,4.0
2364,26,339,13.04,339.94,13.07,30.1,10.0,14.76,63.18,28.77,0.0,21.12,0.0,11.94,56.87,7.69,37.0,2.38,0.0,4.44,0.0,0.84,0.0,0.0,0.0,5.0
2365,72,714,9.92,684.57,9.51,38.12,0.0,91.41,103.61,0.0,0.0,38.83,18.11,104.04,56.35,40.4,0.0,7.15,0.0,1.61,23.44,0.0,10.39,0.0,21.56,4.0
2366,8,106,13.25,129.82,16.23,5.51,0.0,0.99,24.93,7.95,0.0,0.0,37.78,12.4,42.16,23.23,0.0,32.63,0.0,0.0,0.0,28.35,0.0,3.52,0.0,5.0
2367,9,358,39.78,439.4,48.82,22.2,0.0,48.64,88.42,0.0,0.0,30.59,27.46,61.82,69.99,26.73,0.0,78.28,0.0,1.1,5.24,25.07,15.56,0.0,5.54,1.0
2368,56,1336,23.86,1310.12,23.4,43.18,10.0,322.37,153.64,116.87,0.0,2.89,97.88,75.74,206.96,70.88,0.0,105.9,0.0,0.0,38.46,6.19,59.42,9.36,49.03,0.0
2369,13,224,17.23,206.65,15.9,16.71,0.0,17.93,136.8,1.19,0.79,0.0,9.74,21.12,42.54,1.95,0.0,0.0,0.0,0.0,10.63,0.0,2.52,0.0,0.0,5.0
2370,41,283,6.9,753.6,18.38,1.23,0.0,12.32,76.87,0.0,0.0,8.5,42.15,69.8,61.85,11.54,0.0,48.16,0.0,0.0,23.97,0.0,20.43,90.35,0.0,5.0
2371,132,1112,8.42,1218.95,9.23,43.66,0.0,227.84,434.17,0.0,0.0,52.69,41.27,304.31,35.27,61.49,0.0,20.43,0.0,27.16,4.18,0.0,1.09,0.0,0.0,3.0
2372,107,380,3.55,655.87,6.13,14.03,0.0,29.67,86.99,0.0,0.0,15.47,3.83,32.42,49.44,27.96,0.0,25.98,0.0,0.0,8.3,0.0,0.47,480.43,4.3,4.0
2373,57,414,7.26,762.04,13.37,18.09,125.0,53.92,39.09,21.28,0.0,0.0,7.58,31.96,26.24,29.24,0.0,13.41,0.0,0.0,7.25,17.02,12.35,88.09,1.17,5.0
2374,21,905,43.1,1078.31,51.35,9.13,0.0,58.89,123.86,18.09,0.0,142.56,56.61,160.57,126.07,105.69,0.0,13.8,0.0,0.0,23.31,0.0,3.26,0.0,7.98,1.0
2375,21,188,8.95,271.63,12.93,8.21,0.0,69.1,17.61,0.0,0.0,0.0,4.58,17.41,28.17,15.33,0.0,15.87,0.0,0.0,1.39,0.0,18.81,0.0,0.79,5.0
2376,50,253,5.06,390.5,7.81,7.46,0.0,2.32,34.24,0.0,0.99,60.73,3.77,41.23,18.27,4.45,15.0,20.54,0.0,0.0,2.98,2.11,1.32,38.46,0.0,5.0
2377,27,1010,37.41,1120.64,41.51,8.72,0.0,162.9,177.77,25.68,42.54,10.22,51.05,195.5,287.24,31.61,0.0,100.46,0.0,22.58,11.03,2.5,2.9,0.0,4.85,1.0
2378,13,90,6.92,162.69,12.51,1.61,0.0,69.53,5.19,0.0,0.0,0.0,0.85,14.51,32.08,46.75,0.0,10.0,0.0,4.25,0.0,2.51,7.65,0.0,0.0,5.0
2379,45,259,5.76,375.7,8.35,5.54,0.0,26.28,39.56,3.86,0.0,23.55,19.55,6.8,65.01,19.62,0.0,46.99,0.0,10.59,21.53,3.38,0.0,0.0,0.0,5.0
2380,56,598,10.68,550.72,9.83,13.95,0.0,146.76,61.29,2.49,0.0,0.0,2.37,112.28,10.7,2.8,295.0,9.15,0.0,0.0,19.76,0.0,0.0,0.0,0.0,4.0
2381,72,494,6.86,452.87,6.29,473.44,0.0,18.31,38.47,2.57,0.0,45.83,1.35,30.27,77.59,14.99,0.0,29.45,0.0,0.0,10.36,0.0,0.0,6.15,1.71,4.0
2382,59,442,7.49,573.47,9.72,15.34,10.0,53.65,117.47,0.0,0.0,130.05,4.31,48.41,85.65,52.82,0.0,13.79,0.0,0.76,0.0,3.36,32.37,1.52,0.0,5.0
2383,51,236,4.63,418.04,8.2,13.65,0.0,5.51,40.28,0.0,0.0,141.46,6.0,30.64,13.76,0.0,0.0,4.88,0.0,0.67,1.69,0.0,1.41,0.0,10.3,5.0
2384,44,1414,32.14,1397.35,31.76,39.17,0.0,208.84,163.9,1.69,0.0,0.0,87.52,217.81,285.87,60.55,0.0,57.04,0.0,0.0,34.29,15.1,6.5,0.0,16.21,1.0
2385,80,429,5.36,463.96,5.8,32.64,0.0,27.42,74.32,0.0,0.0,10.2,0.0,16.15,42.9,29.41,0.0,118.83,0.0,0.0,6.41,0.0,0.84,0.0,3.28,4.0
2386,56,333,5.95,638.39,11.4,5.8,5.0,25.03,54.49,0.0,0.0,154.31,5.46,17.11,11.97,18.71,0.0,8.29,0.0,0.0,10.96,2.74,35.63,59.9,0.0,5.0
2387,56,362,6.46,387.99,6.93,10.12,0.0,14.06,84.54,0.0,0.0,0.0,9.1,217.36,16.15,6.76,3.0,22.38,0.0,0.0,12.65,0.0,3.57,0.0,4.75,5.0
2388,87,315,3.62,335.36,3.85,5.07,0.0,22.46,52.7,0.0,0.0,0.0,1.39,104.17,47.35,15.2,0.0,8.0,0.0,0.0,56.25,0.0,2.34,0.0,0.0,4.0
2389,24,360,15.0,435.38,18.14,2.54,0.0,48.64,9.78,43.12,0.0,0.0,17.67,26.94,49.79,22.46,0.0,64.32,0.0,0.0,2.74,0.0,0.0,0.0,4.34,5.0
2390,37,445,12.03,512.1,13.84,11.46,0.0,1.91,101.57,3.78,0.0,0.0,4.95,95.59,50.48,32.21,1.0,11.52,0.0,0.0,29.29,13.57,0.0,37.42,15.18,5.0
2391,12,1006,83.83,1831.46,152.62,127.92,0.0,331.97,189.34,3.89,0.0,7.41,0.0,235.7,257.78,57.63,0.0,407.05,0.0,3.4,39.45,0.0,119.06,387.31,3.05,2.0
2392,13,300,23.08,252.79,19.45,15.67,0.0,25.99,22.99,0.0,0.0,0.0,33.59,29.53,66.51,12.75,0.0,6.76,0.0,0.0,14.53,0.0,3.88,0.0,0.99,5.0
2393,53,738,13.92,975.56,18.41,19.6,0.0,149.53,42.91,2.89,0.0,5.98,78.59,43.06,177.87,26.7,0.0,37.86,0.0,0.0,24.45,0.0,3.69,33.39,12.75,4.0
2394,37,469,12.68,647.56,17.5,9.63,10.0,51.04,80.71,0.0,0.0,42.64,13.84,95.39,101.92,28.99,0.0,45.51,0.0,0.0,30.79,0.0,2.82,0.0,4.57,5.0
2395,30,236,7.87,260.97,8.7,14.82,0.0,48.37,18.1,0.0,0.0,6.72,29.77,43.92,17.24,25.58,0.0,0.0,0.0,6.44,0.0,0.0,19.18,7.42,1.88,5.0
2396,98,579,5.91,525.82,5.37,32.6,0.0,54.11,39.15,9.6,0.0,0.0,20.41,50.86,68.73,25.07,2.0,21.09,0.0,0.0,28.86,6.49,9.88,0.0,8.49,4.0
2397,54,331,6.13,389.22,7.21,3.67,0.0,21.12,35.97,0.0,0.3,79.46,0.0,24.12,43.27,38.4,0.0,4.21,0.0,0.0,1.69,0.84,0.0,51.65,2.88,5.0
2398,25,411,16.44,368.67,14.75,15.21,0.0,52.99,54.21,0.0,0.0,0.0,22.74,26.96,213.82,7.49,0.0,2.49,0.0,0.0,0.0,0.0,0.84,0.0,0.0,5.0
2399,31,256,8.26,1520.59,49.05,8.49,1106.61,12.13,70.28,0.0,0.0,0.0,4.33,9.57,70.57,0.0,0.0,2.99,0.0,0.0,26.73,0.0,0.33,0.0,0.0,1.0
2400,38,464,12.21,763.13,20.08,8.7,0.0,46.47,199.63,7.49,0.0,0.0,44.7,36.37,152.36,125.56,0.0,32.71,0.0,0.0,1.46,0.0,39.39,22.95,0.89,5.0
2401,49,315,6.43,415.59,8.48,2.24,0.0,127.13,36.61,12.61,0.0,92.58,3.24,91.74,32.84,174.47,0.0,131.91,0.0,0.0,0.0,9.12,0.0,0.0,0.0,5.0
2402,71,693,9.76,755.16,10.64,20.17,0.0,134.19,31.51,18.03,19.84,0.0,52.69,117.45,96.16,71.24,0.0,74.46,0.0,0.0,54.4,7.63,8.88,3.81,0.79,4.0
2403,10,90,9.0,96.75,9.68,0.69,0.0,14.14,16.6,11.56,0.0,18.36,0.99,1.25,8.62,1.78,0.0,13.14,0.0,0.0,2.05,0.0,3.1,0.0,0.0,5.0
2404,18,189,10.5,173.93,9.66,13.73,0.0,10.64,35.89,0.0,3.06,32.52,4.0,25.58,17.97,24.2,0.0,7.56,0.0,0.0,0.0,0.0,2.1,0.0,0.0,5.0
2405,28,780,27.86,862.26,30.8,39.81,0.0,108.28,188.51,24.47,0.0,50.56,11.9,147.01,121.87,21.17,0.0,43.05,0.0,0.0,0.0,5.1,68.74,0.0,9.67,1.0
2406,26,847,32.58,808.05,31.08,7.42,0.0,87.99,194.67,0.0,0.0,0.0,5.33,168.4,118.62,31.73,0.0,27.29,0.0,0.0,65.59,0.0,11.54,0.0,0.0,1.0
2407,5,212,42.4,233.39,46.68,1.55,0.0,39.12,17.88,3.53,0.7,0.0,54.53,15.15,47.97,2.39,0.0,12.35,0.0,0.0,2.32,4.08,34.77,0.0,0.0,1.0
2408,8,189,23.63,268.23,33.53,1.86,0.0,28.21,41.44,0.0,3.3,21.58,17.31,16.7,14.94,35.55,0.0,1.99,0.0,17.85,26.58,1.27,3.78,0.0,0.0,1.0
2409,30,452,15.07,732.67,24.42,21.6,0.0,3.7,61.23,27.7,0.0,0.0,0.0,82.11,11.68,4.14,0.0,1.79,0.0,0.0,50.53,0.0,22.89,90.14,7.91,5.0
2410,12,121,10.08,122.16,10.18,5.94,0.0,4.87,9.5,0.0,0.0,40.34,6.8,9.23,6.21,104.29,0.0,8.78,0.0,0.0,14.1,0.0,1.0,2.36,0.0,5.0
2411,21,454,21.62,569.38,27.11,17.85,0.0,27.58,65.62,17.65,87.36,163.65,19.42,41.55,31.38,48.8,0.0,36.39,0.0,0.0,16.77,0.0,25.8,0.0,0.0,1.0
2412,20,146,7.3,249.86,12.49,5.77,0.0,24.39,33.45,0.0,0.0,5.1,0.0,35.76,19.97,19.2,0.0,27.67,0.0,2.51,1.69,0.0,0.0,23.91,0.0,5.0
2413,7,168,24.0,195.46,27.92,24.92,0.0,9.93,36.62,0.0,0.0,0.0,11.1,36.6,41.01,12.1,0.0,34.18,0.0,3.4,40.86,8.48,8.84,0.0,8.22,1.0
2414,45,587,13.04,652.69,14.5,37.59,0.0,65.32,45.38,20.84,0.0,0.0,4.86,60.5,107.62,65.34,5.0,29.23,0.0,0.0,4.66,0.0,2.16,17.48,1.44,5.0
2415,10,93,9.3,281.26,28.13,2.82,95.0,17.71,17.42,8.4,0.0,0.0,8.09,3.51,21.88,1.01,0.0,12.88,0.0,0.0,2.85,0.0,1.86,15.4,0.0,5.0
2416,72,402,5.58,484.72,6.73,15.31,0.0,44.81,90.36,5.52,0.0,144.5,2.48,129.91,83.43,2.55,0.0,0.0,0.0,0.0,9.41,0.0,0.0,83.49,0.0,4.0
2417,24,465,19.38,558.1,23.25,7.68,0.0,58.21,97.98,0.0,0.0,47.44,16.0,82.6,117.16,100.02,0.0,22.54,0.0,0.84,0.0,0.0,3.78,4.36,4.43,1.0
2418,59,254,4.31,518.08,8.78,0.88,0.0,5.16,54.0,0.0,0.0,220.84,5.56,53.56,50.96,0.93,0.0,82.34,0.0,0.0,6.36,0.0,0.33,0.0,1.98,5.0
