,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
222,123,1210,9.84,1150.55,9.35,24.53,0.0,33.17,268.82,54.01,0.0,0.0,12.92,311.04,212.08,25.38,0.0,64.32,23.53,0.0,8.17,1.01,41.83,0.0,1.98,0.0
223,64,358,5.59,845.68,13.21,18.4,140.0,26.6,184.31,0.0,0.0,8.92,24.81,11.03,54.11,29.23,0.0,3.49,32.45,0.84,9.23,4.99,2.2,0.0,0.0,4.0
224,54,606,11.22,877.87,16.26,10.0,0.0,60.49,116.66,4.18,0.0,36.14,14.83,101.88,125.01,69.72,0.0,42.42,8.15,30.57,49.55,40.86,16.03,0.0,4.36,4.0
225,33,599,18.15,520.02,15.76,11.04,0.0,62.03,128.8,0.0,0.0,0.0,7.66,60.54,150.86,63.66,0.0,16.16,4.7,0.0,32.0,0.0,16.44,0.0,2.27,5.0
226,45,345,7.67,488.66,10.86,46.73,67.5,13.66,33.41,0.0,0.0,0.0,21.54,57.62,65.62,29.52,0.0,17.32,5.32,0.0,1.09,0.0,3.36,0.0,0.0,5.0
227,32,401,12.53,439.69,13.74,0.0,0.0,179.41,46.5,0.0,0.0,3.4,4.16,62.01,146.23,24.3,2.0,18.8,0.0,0.0,0.0,2.55,3.65,0.0,1.49,5.0
228,135,1206,8.93,1333.99,9.88,84.58,0.0,156.85,405.73,69.55,0.0,14.56,46.83,80.7,195.56,146.01,0.0,14.0,0.58,0.0,23.07,0.0,6.61,0.0,3.04,0.0
229,28,1208,43.14,1557.49,55.62,24.34,0.0,225.75,356.83,3.73,0.0,0.0,44.35,185.95,342.91,472.46,0.0,37.74,20.98,11.89,31.34,23.75,8.39,0.0,0.99,2.0
230,101,396,3.92,302.99,3.0,5.48,0.0,39.92,96.43,0.0,0.0,0.0,12.23,43.76,62.18,19.94,0.0,2.09,3.38,3.82,8.65,4.25,9.52,0.0,27.41,4.0
231,29,808,27.86,982.61,33.88,29.38,0.0,83.06,352.9,19.42,0.0,25.5,41.11,166.79,218.92,16.2,0.0,42.01,5.5,0.0,15.68,10.79,17.36,0.0,5.34,1.0
232,39,689,17.67,881.68,22.61,7.57,0.0,110.78,228.02,0.0,0.0,0.0,6.13,63.5,173.27,78.58,0.0,54.41,0.75,1.27,4.19,0.0,3.05,0.0,0.99,1.0
233,58,226,3.9,291.55,5.03,36.43,0.0,22.02,59.07,1.01,0.0,7.33,0.0,0.2,105.32,59.86,0.0,35.54,0.42,0.0,2.98,0.0,0.5,0.0,0.0,5.0
234,51,768,15.06,780.54,15.3,41.69,0.0,129.63,139.77,13.03,0.0,0.0,27.59,88.58,99.34,21.11,0.0,63.86,2.52,6.8,53.5,8.24,11.38,0.0,3.07,1.0
235,67,684,10.21,976.1,14.57,11.35,0.0,68.75,69.78,4.89,0.0,659.64,85.04,59.58,27.39,15.47,0.0,60.77,2.1,1.92,27.12,0.94,13.49,0.0,0.0,4.0
236,164,1108,6.76,870.15,5.31,50.37,0.0,81.73,127.26,0.0,0.0,0.0,28.57,88.36,203.52,34.17,0.0,0.0,4.96,0.0,18.15,0.0,15.05,0.0,10.02,3.0
237,60,378,6.3,547.99,9.13,25.84,40.0,93.14,44.86,5.0,0.0,58.76,25.02,45.56,34.16,18.26,0.0,6.34,22.09,4.5,29.26,0.84,15.73,0.0,0.56,5.0
238,20,144,7.2,137.0,6.85,8.64,0.0,33.67,15.71,1.29,0.0,3.73,5.08,23.04,22.4,8.28,0.0,0.0,1.98,0.0,5.86,0.0,0.5,0.0,3.86,5.0
239,54,419,7.76,486.79,9.01,12.86,20.0,21.55,101.47,0.0,0.0,10.2,4.25,69.36,2.44,0.84,0.0,33.51,6.55,0.0,25.41,1.06,1.36,0.0,5.16,5.0
240,47,559,11.89,715.31,15.22,32.95,20.0,33.61,89.02,0.0,0.0,4.4,18.64,87.98,125.77,27.29,0.0,43.4,3.25,0.0,21.53,1.68,0.0,0.0,16.34,5.0
241,25,236,9.44,151.0,6.04,2.3,0.0,35.49,23.18,0.0,0.0,5.36,16.27,18.22,24.3,5.67,0.0,0.89,5.95,0.0,3.84,10.39,1.36,0.0,4.03,5.0
242,61,997,16.34,965.91,15.83,20.62,0.0,63.09,124.32,36.01,0.0,31.23,18.27,163.41,126.68,26.2,0.0,89.77,3.76,4.83,8.76,36.43,5.9,0.0,2.18,0.0
243,42,278,6.62,379.75,9.04,25.75,74.57,26.18,120.63,3.39,0.0,5.95,3.17,17.62,6.0,9.03,0.0,16.58,5.05,0.0,8.23,1.15,0.77,0.0,0.89,5.0
244,61,333,5.46,360.19,5.9,0.0,0.0,7.13,32.7,0.0,0.0,89.22,125.51,57.17,35.57,12.19,0.0,3.99,12.18,0.0,17.18,0.0,0.0,0.0,2.23,5.0
245,83,733,8.83,810.56,9.77,26.41,5.0,103.75,107.82,27.39,21.24,29.47,25.03,73.83,103.21,25.7,1.0,40.81,21.66,7.88,8.78,14.1,3.25,0.0,0.0,4.0
246,31,415,13.39,542.02,17.48,22.14,0.0,15.17,4.18,12.39,0.0,62.06,4.48,54.4,64.58,34.34,0.0,46.02,5.48,1.95,12.2,0.0,4.98,0.0,7.27,5.0
247,53,325,6.13,384.13,7.25,6.4,0.0,9.17,43.25,0.0,0.0,70.33,8.29,70.01,30.19,6.21,0.0,74.92,10.2,0.0,11.96,2.09,0.0,0.0,17.29,5.0
248,144,817,5.67,814.6,5.66,20.73,0.0,116.11,72.14,23.02,0.0,153.12,39.92,56.35,163.99,15.99,0.0,10.42,21.52,2.97,13.49,25.89,8.72,0.0,14.87,3.0
249,166,1749,10.54,1568.6,9.45,11.97,0.0,115.61,150.46,0.0,0.0,229.78,1.95,281.35,48.49,312.29,0.0,53.29,10.57,3.38,62.39,2.36,15.25,0.0,16.73,3.0
250,27,608,22.52,561.73,20.8,8.15,0.0,126.88,125.88,0.99,0.0,4.76,24.72,103.11,94.56,39.42,0.0,34.32,0.0,0.0,6.03,0.0,5.92,0.0,9.69,1.0
251,42,341,8.12,429.02,10.21,15.5,0.0,44.67,69.95,7.04,0.0,4.25,27.95,48.6,25.04,20.4,4.0,5.27,3.05,1.92,24.88,3.78,5.34,0.0,0.0,5.0
252,35,295,8.43,371.13,10.6,4.1,0.0,71.7,30.15,3.44,0.0,4.25,3.68,15.06,43.55,23.75,1.0,57.25,7.97,0.0,13.84,0.0,1.71,0.0,4.95,5.0
253,64,492,7.69,584.18,9.13,44.93,0.0,124.6,233.16,0.0,0.0,0.0,21.69,8.26,190.18,10.12,19.0,23.21,0.0,0.0,16.48,0.0,1.9,0.0,15.67,4.0
254,49,768,15.67,633.78,12.93,20.7,0.0,63.41,106.39,0.0,21.88,0.0,50.25,72.14,106.62,22.38,0.0,11.2,10.06,0.0,9.51,1.69,38.92,0.0,0.0,5.0
255,22,173,7.86,205.14,9.32,16.86,0.0,12.83,39.22,0.0,0.0,0.0,13.47,17.7,26.13,2.04,0.0,36.74,0.0,0.0,9.27,0.0,1.31,0.0,1.98,5.0
256,23,331,14.39,431.67,18.77,4.53,0.0,29.9,58.31,33.38,0.0,53.16,6.2,24.34,20.71,63.01,0.0,13.96,5.89,0.0,14.67,24.88,8.14,0.0,33.07,5.0
257,218,856,3.93,946.48,4.34,31.87,40.0,89.3,107.51,2.3,0.0,0.0,2.64,66.62,50.21,14.05,72.0,66.71,43.91,1.52,12.62,0.0,6.38,0.0,2.97,3.0
258,39,230,5.9,225.47,5.78,15.55,0.0,17.89,40.78,0.0,0.0,6.8,31.92,24.76,12.56,6.78,0.0,15.79,4.3,0.0,16.12,0.0,3.78,0.0,8.41,5.0
259,25,354,14.16,448.26,17.93,11.01,0.0,16.35,45.67,4.2,0.0,19.12,6.74,121.15,22.71,18.22,0.0,15.02,5.02,0.0,36.22,0.0,3.4,0.0,4.81,5.0
260,35,175,5.0,943.31,26.95,0.0,398.07,23.1,19.56,3.99,0.0,43.72,10.44,81.97,12.06,9.14,0.0,4.99,4.65,0.0,1.99,0.0,2.26,0.0,15.08,5.0
261,20,214,10.7,441.8,22.09,2.77,0.0,28.78,56.81,2.88,0.95,105.74,13.84,12.89,19.22,22.81,0.0,7.7,3.74,0.0,0.0,1.27,33.28,0.0,0.0,5.0
262,44,1709,38.84,1855.28,42.17,29.55,0.0,377.58,245.63,0.0,0.0,504.77,0.0,424.44,287.05,73.03,0.0,25.89,22.7,0.0,38.89,17.74,121.25,0.0,1.78,2.0
263,36,400,11.11,479.05,13.31,16.24,0.0,59.78,20.73,0.0,0.0,177.37,78.61,42.56,42.67,21.24,0.0,73.83,1.15,0.0,2.91,0.0,11.69,0.0,16.26,5.0
264,100,1113,11.13,1188.78,11.89,21.11,0.0,61.89,162.84,0.0,0.0,0.0,49.8,199.24,228.08,171.73,0.0,96.64,0.0,33.85,14.11,17.21,7.12,0.0,0.62,4.0
265,47,301,6.4,314.99,6.7,13.99,5.0,11.8,49.63,0.0,0.0,296.44,14.87,79.38,28.78,21.47,0.0,4.87,5.47,0.0,5.68,3.61,3.1,0.0,16.61,5.0
266,37,514,13.89,687.8,18.59,14.22,0.0,111.13,58.42,3.16,0.0,0.0,13.55,140.14,119.16,36.98,0.0,60.83,1.0,1.69,10.18,2.12,12.57,0.0,0.0,5.0
267,37,154,4.16,415.21,11.22,11.93,147.0,5.93,11.06,5.03,0.0,30.6,2.75,0.0,66.29,1.78,4.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,3.96,5.0
268,45,643,14.29,805.93,17.91,17.7,0.0,221.92,69.12,0.76,0.0,0.0,0.0,77.59,421.12,46.65,0.0,56.63,3.9,0.0,25.43,27.05,0.0,0.0,0.0,5.0
269,42,545,12.98,643.7,15.33,2.47,0.0,62.15,350.32,0.0,0.0,0.0,0.0,234.47,121.35,8.09,0.0,3.35,0.43,0.0,26.16,0.0,6.85,0.0,0.0,5.0
270,58,706,12.17,800.43,13.8,14.47,54.0,101.74,69.19,6.34,0.0,0.0,79.06,63.46,60.97,45.95,0.0,34.45,6.7,0.0,33.58,5.06,23.72,82.35,7.26,4.0
271,51,673,13.2,733.48,14.38,82.75,30.0,36.11,81.87,0.0,0.0,0.0,19.33,38.04,76.51,2.54,37.0,21.5,5.9,0.0,7.55,1.27,4.56,0.0,6.35,5.0
272,86,847,9.85,749.76,8.72,19.32,5.0,51.27,95.65,9.02,0.0,83.94,8.26,58.35,64.29,103.24,0.0,7.48,18.79,0.0,3.34,0.0,2.56,0.0,17.06,4.0
273,24,527,21.96,469.02,19.54,6.38,0.0,39.92,112.41,8.04,0.0,0.0,33.58,66.36,219.44,8.44,0.0,51.8,2.8,0.0,6.98,13.44,5.54,0.0,0.0,1.0
274,48,247,5.15,326.19,6.8,1.69,0.0,38.48,65.5,3.71,0.0,27.46,9.64,32.35,37.57,7.56,0.0,12.06,0.7,0.0,2.64,0.0,1.65,0.0,0.59,5.0
275,64,1026,16.03,1048.66,16.39,35.68,0.0,270.58,165.38,0.0,0.0,0.0,27.87,160.94,152.82,52.08,0.0,84.09,1.8,3.35,24.82,0.0,63.54,0.0,0.24,1.0
276,32,352,11.0,312.16,9.76,8.18,0.0,96.78,39.9,0.0,0.0,0.0,19.14,21.59,28.58,13.23,0.0,30.42,7.33,0.0,3.18,16.13,2.96,0.0,2.8,5.0
277,48,301,6.27,316.02,6.58,15.17,0.0,16.28,16.8,1.69,0.0,0.0,12.17,74.45,16.76,52.29,0.0,58.84,4.1,0.0,11.1,0.0,8.45,0.0,3.93,5.0
278,46,630,13.7,676.35,14.7,20.04,5.0,103.05,96.64,8.04,0.0,4.26,51.44,35.34,51.85,39.2,0.0,59.55,0.7,0.0,26.62,0.0,14.29,0.0,2.98,5.0
279,50,407,8.14,348.32,6.97,12.43,0.0,97.4,73.75,24.4,0.0,0.0,10.74,44.35,73.53,19.92,0.0,5.84,3.66,0.0,1.72,0.0,1.9,0.0,0.0,5.0
280,89,963,10.82,1035.11,11.63,16.67,0.0,179.98,120.86,2.1,0.0,0.0,113.69,140.53,52.4,130.19,0.0,19.08,0.0,0.67,21.59,0.0,0.93,0.0,0.0,4.0
281,56,717,12.8,819.39,14.63,46.92,0.0,80.41,122.96,0.0,0.0,0.0,32.92,136.6,147.4,17.88,0.0,51.16,14.54,0.0,40.18,7.81,13.07,0.0,4.42,4.0
282,57,823,14.44,769.23,13.5,7.06,0.0,57.84,185.45,7.95,0.0,54.95,34.21,131.84,104.32,30.92,0.0,14.49,2.55,0.0,25.57,1.27,16.17,0.0,0.0,4.0
283,48,1811,37.73,2785.03,58.02,165.46,95.0,501.68,168.06,0.0,0.0,19.29,254.1,125.64,729.3,152.12,0.0,334.22,2.5,0.0,136.45,2.12,32.49,0.0,0.0,2.0
284,81,666,8.22,633.84,7.83,22.08,10.0,111.16,38.39,0.0,0.0,185.7,7.93,23.42,15.24,15.72,16.0,5.58,23.35,0.0,4.62,0.0,22.5,0.0,1.12,4.0
285,32,428,13.38,529.6,16.55,18.26,10.0,64.03,124.32,2.79,0.0,25.96,31.48,39.65,56.96,16.31,1.0,18.48,0.0,0.0,13.19,14.24,16.97,0.0,6.2,5.0
286,70,280,4.0,366.15,5.23,19.52,0.0,23.24,55.02,4.29,0.0,0.0,5.78,12.66,41.86,24.77,0.0,12.85,1.79,1.61,12.78,0.0,13.92,0.0,0.79,5.0
287,38,197,5.18,177.62,4.67,16.08,0.0,54.3,40.99,0.0,0.0,0.0,1.98,12.9,20.84,1.19,0.0,0.0,1.5,1.06,17.8,2.09,3.17,0.0,4.28,5.0
288,68,600,8.82,737.58,10.85,6.96,0.0,107.31,98.34,22.4,0.0,68.87,98.21,64.41,92.39,60.16,4.0,78.01,25.34,0.0,16.36,0.0,28.14,0.0,1.24,4.0
289,93,1403,15.09,1847.31,19.86,62.34,100.0,268.45,350.53,42.95,0.0,56.5,61.56,110.75,283.46,103.29,1.0,57.39,1.17,0.0,9.03,17.02,36.9,0.0,4.75,0.0
290,144,862,5.99,962.19,6.68,18.2,0.0,88.95,108.78,0.0,0.0,219.75,43.99,102.07,142.08,24.0,0.0,17.27,19.85,2.55,26.73,2.88,3.41,0.0,1.4,3.0
291,77,477,6.19,427.07,5.55,33.01,0.0,140.23,108.52,0.0,0.0,0.0,22.09,6.81,11.91,8.79,2.0,0.0,5.9,0.0,0.45,0.84,11.45,0.0,0.0,4.0
292,15,161,10.73,130.9,8.73,6.56,0.0,53.14,21.35,0.0,0.0,5.1,8.16,14.27,16.29,19.8,0.0,2.38,3.19,0.0,6.41,1.27,3.87,0.0,0.0,5.0
293,27,504,18.67,427.23,15.82,7.13,0.0,15.39,100.05,0.0,0.0,0.0,1.37,98.62,126.84,17.77,0.0,19.28,9.65,0.0,3.33,0.0,16.29,0.0,0.89,5.0
294,29,268,9.24,420.2,14.49,11.85,50.0,18.46,111.28,0.0,0.0,50.58,1.25,85.1,77.66,24.73,0.0,14.21,6.86,0.0,21.38,0.0,0.0,0.0,1.56,5.0
295,6,79,13.17,69.47,11.58,3.37,0.0,9.42,19.36,4.02,0.0,1.27,6.18,1.84,4.79,9.27,0.0,6.0,4.4,0.0,10.25,2.99,7.81,0.0,6.04,5.0
296,29,1127,38.86,1097.96,37.86,32.02,0.0,194.16,344.65,0.0,0.0,19.59,73.18,43.69,137.19,101.8,0.0,62.98,5.35,0.0,69.53,0.99,77.23,0.0,15.84,1.0
297,33,296,8.97,290.89,8.81,32.29,0.0,44.91,67.88,0.0,0.0,0.0,2.56,40.79,18.71,19.97,0.0,39.18,0.0,0.84,9.79,0.0,4.89,0.0,0.0,5.0
298,22,389,17.68,573.73,26.08,23.13,0.0,38.7,98.28,0.0,0.0,0.0,27.25,77.6,170.95,80.74,0.0,13.64,1.64,5.44,18.49,0.0,1.06,0.0,0.99,1.0
299,17,571,33.59,572.2,33.66,11.28,0.0,58.88,71.73,4.6,0.0,0.0,21.76,145.06,53.5,60.64,0.0,32.59,0.78,0.76,43.88,0.0,12.26,0.0,1.94,1.0
300,25,286,11.44,301.44,12.06,28.73,0.0,87.5,18.84,5.45,0.0,6.37,22.1,12.04,21.58,6.4,0.0,18.41,0.35,0.0,5.0,0.0,25.42,0.0,1.98,5.0
301,7,39,5.57,113.93,16.28,0.0,60.0,63.82,1.29,0.0,0.0,0.0,1.95,0.0,2.42,19.34,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,5.0
302,44,555,12.61,609.73,13.86,16.06,45.0,122.84,121.73,12.26,0.0,0.0,33.98,8.9,81.6,7.18,0.0,134.94,25.66,0.0,12.65,1.27,2.74,0.0,2.45,5.0
303,71,422,5.94,376.09,5.3,23.39,0.0,41.96,215.39,0.0,0.0,2.55,63.58,79.24,22.2,5.77,0.0,0.0,0.0,0.0,34.58,4.74,6.98,0.0,0.0,4.0
304,41,594,14.49,712.49,17.38,21.91,0.0,140.63,120.94,0.0,0.0,0.0,42.23,125.92,46.92,9.62,0.0,45.84,3.7,0.0,8.84,0.0,5.84,0.0,0.0,5.0
305,159,888,5.58,1312.73,8.26,40.72,60.0,73.95,182.42,0.0,0.0,154.12,26.0,233.08,47.55,12.64,6.0,58.88,10.82,0.0,65.46,0.0,12.5,0.0,16.81,3.0
306,21,249,11.86,324.37,15.45,3.82,0.0,45.21,33.08,3.85,0.0,193.6,4.04,13.26,13.98,8.23,0.0,17.21,3.0,0.0,20.99,0.0,12.04,0.0,1.88,5.0
307,77,1368,17.77,1366.6,17.75,43.46,0.0,172.6,263.34,22.51,0.0,6.8,49.98,62.29,348.02,24.83,0.0,58.98,12.08,4.63,95.43,3.4,27.29,0.0,21.16,1.0
308,22,741,33.68,794.97,36.14,29.57,0.0,60.42,110.82,0.0,0.5,95.79,23.87,84.52,106.88,23.78,0.0,7.9,5.9,11.0,20.19,0.0,19.49,0.0,0.0,1.0
309,84,428,5.1,799.62,9.52,4.73,0.0,38.68,20.01,0.0,0.0,402.2,3.4,42.67,62.27,26.02,0.0,74.07,0.0,3.38,3.99,8.47,16.73,0.0,0.0,4.0
310,68,495,7.28,765.7,11.26,8.67,0.0,65.27,53.83,6.08,0.0,137.81,12.63,216.3,70.99,24.01,0.0,94.01,2.2,1.06,4.37,1.95,7.94,0.0,0.0,4.0
311,30,610,20.33,808.88,26.96,23.37,5.0,164.94,121.67,28.55,0.0,7.91,19.5,134.01,42.66,147.56,0.0,21.33,4.7,1.95,8.42,5.77,49.77,0.0,0.0,1.0
312,48,404,8.42,442.1,9.21,9.9,0.0,55.15,164.39,0.0,0.0,2.55,23.31,61.03,34.17,16.56,35.0,68.15,6.26,0.84,3.25,0.0,0.48,0.0,3.78,5.0
313,90,428,4.76,524.25,5.83,15.24,15.0,25.63,126.1,0.95,0.0,38.53,20.0,41.03,13.27,13.98,0.0,8.63,2.12,0.0,12.05,0.0,11.62,0.0,0.89,4.0
314,81,571,7.05,576.25,7.11,90.52,55.0,53.41,87.84,0.88,0.0,0.0,46.28,19.34,48.67,9.07,34.0,6.79,5.98,0.0,14.47,0.0,32.14,0.0,13.66,4.0
315,32,201,6.28,232.72,7.27,4.0,75.0,63.89,44.61,0.0,0.0,0.0,9.35,4.08,17.06,36.72,0.0,7.76,2.77,0.0,0.0,0.42,10.28,0.0,0.0,5.0
316,95,478,5.03,349.67,3.68,16.07,0.0,24.87,35.94,0.0,0.0,0.0,2.28,104.34,51.68,14.99,0.0,14.18,2.17,0.0,13.48,0.0,0.84,0.0,4.73,4.0
317,31,346,11.16,427.18,13.78,22.98,0.0,45.18,82.71,8.09,0.0,6.8,26.21,56.37,30.53,13.44,3.0,2.89,2.95,0.0,73.18,0.0,13.96,0.0,0.89,5.0
318,27,232,8.59,270.47,10.02,13.54,0.0,13.67,23.13,0.0,0.0,0.0,3.49,21.05,15.72,8.24,20.0,26.61,3.99,0.0,11.09,1.69,0.0,0.0,1.19,5.0
319,71,411,5.79,435.98,6.14,30.27,0.0,66.05,64.57,4.48,1.25,3.82,10.94,54.13,34.64,5.06,1.0,17.53,11.31,0.0,15.13,2.87,5.3,0.0,8.67,4.0
320,26,255,9.81,337.48,12.98,0.0,0.0,47.66,55.64,0.0,0.0,0.0,9.06,48.34,49.14,22.59,0.0,16.37,3.4,0.0,20.67,0.0,0.0,0.0,0.0,5.0
321,86,689,8.01,756.81,8.8,13.13,0.0,93.39,125.92,9.01,45.92,0.0,57.79,129.2,46.76,10.9,0.0,36.39,4.41,0.0,22.33,1.83,4.97,0.0,0.62,4.0
322,31,848,27.35,1017.67,32.83,56.55,0.0,178.33,401.82,0.0,0.0,0.0,50.95,69.65,67.59,157.36,0.0,74.22,5.67,12.78,41.28,42.86,31.81,0.0,0.99,1.0
323,52,1160,22.31,1256.72,24.17,47.25,0.0,202.76,116.68,2.28,0.0,0.0,99.65,72.51,158.24,110.92,0.0,42.11,4.15,1.95,50.96,2.85,58.7,0.0,5.54,1.0
324,20,467,23.35,425.66,21.28,56.64,0.0,45.13,117.27,5.27,0.0,0.0,15.52,20.5,37.68,17.6,0.0,5.53,0.0,0.0,17.18,0.84,31.9,0.0,8.97,1.0
325,46,254,5.52,305.17,6.63,0.64,0.0,30.41,56.83,0.0,0.0,26.78,0.0,21.71,60.27,26.57,8.0,39.24,7.42,0.0,1.09,0.0,2.22,0.0,7.68,5.0
326,118,831,7.04,604.08,5.12,24.46,0.0,55.19,86.37,7.49,0.0,24.15,13.05,112.86,49.62,18.7,37.0,27.6,29.89,8.48,11.1,11.67,3.07,0.0,10.68,4.0
327,66,956,14.48,1188.48,18.01,42.91,0.0,166.67,259.51,0.0,0.0,58.17,69.19,247.5,438.18,1.61,90.0,15.78,4.63,0.0,35.73,6.75,3.64,0.0,9.62,4.0
328,28,375,13.39,435.95,15.57,15.2,0.0,27.48,53.43,0.0,0.0,3.65,0.0,138.11,65.53,15.89,1.0,123.29,3.7,0.0,16.73,8.1,0.0,0.0,15.28,5.0
329,70,1076,15.37,1562.51,22.32,22.99,80.0,162.58,289.29,2.79,8.07,0.0,65.51,164.7,159.36,72.66,5.0,257.1,43.84,0.0,47.28,21.42,320.98,0.0,10.01,2.0
330,48,531,11.06,579.98,12.08,12.04,0.0,36.97,97.33,1.2,0.0,20.38,39.22,69.88,101.86,37.71,0.0,48.47,3.45,0.0,21.41,0.0,13.31,0.0,0.0,5.0
